"항목코드","분류","항목","판단기준","결과","점검내용","진단대상","진단대상IP","중요도","점검파일"
"WEB-14","서비스 관리","웹 서비스 경로 내 파일의 접근 통제","양호 : 주요 설정 파일 및 디렉터리에 불필요한 접근 권한이 부여되지 않은 경우 | 취약 : 주요 설정 파일 및 디렉터리에 불필요한 접근 권한이 부여된 경우","양호","-rwxr-x--- (750) root:root  /etc/apache2/apache2.conf | -rwxr-x--- (750) root:root  /etc/apache2/ports.conf | -rwxr-x--- (750) root:root  /etc/apache2/conf-enabled/security.conf | -rwxr-x--- (750) root:root  /etc/apache2/envvars | -rwxr-x--- (750) root:root  /etc/apache2/sites-enabled/bookstore-admin.conf | -rwxr-x--- (750) root:root  /etc/apache2/sites-enabled/bookstore.conf | -rw------- (600) root:root  /etc/ssl/private/checkbang.key","Web(Apache)","10.0.14.88","상","conf/sites/SSL키"
"WEB-15","서비스 관리","웹 서비스의 불필요한 스크립트 매핑 제거","양호 : 불필요한 스크립트 매핑이 존재하지 않는 경우 | 취약 : 불필요한 스크립트 매핑이 존재하는 경우","N/A","Apache 점검 대상 아님 / 대상: Tomcat·IIS·JEUS","Web(Apache)","10.0.14.88","상","-"
"WEB-16","서비스 관리","웹 서비스 헤더 정보 노출 제한","양호 : HTTP 응답 헤더에서 웹 서버 정보가 노출되지 않는 경우 | 취약 : HTTP 응답 헤더에서 웹 서버 정보가 노출되는 경우","양호","ServerTokens Prod | ServerSignature Off","Web(Apache)","10.0.14.88","중","/etc/apache2/conf-enabled/security.conf"
"WEB-17","서비스 관리","웹 서비스 가상 디렉터리 삭제","양호 : 불필요한 가상 디렉터리가 존재하지 않는 경우 | 취약 : 불필요한 가상 디렉터리가 존재하는 경우","취약","# /etc/apache2/conf-enabled/zz-error-pages.conf | Alias /error.html /var/www/html/error.html","Web(Apache)","10.0.14.88","중","sites-enabled/* / /etc/apache2/apache2.conf"
"WEB-18","서비스 관리","웹 서비스 WebDAV 비활성화","양호 : WebDAV 서비스를 비활성화하고 있는 경우 | 취약 : WebDAV 서비스를 활성화하고 있는 경우","양호","모듈(mods-enabled): 없음 | Dav On: 없음","Web(Apache)","10.0.14.88","상","mods-enabled / /etc/apache2/apache2.conf"
"WEB-19","보안 설정","웹 서비스 SSI(Server Side Includes) 사용 제한","양호 : 웹 서비스 SSI 사용 설정이 비활성화되어 있는 경우 | 취약 : 웹 서비스 SSI 사용 설정이 활성화되어 있는 경우","양호","모듈(mods-enabled/include): 없음 | Options Includes: 없음","Web(Apache)","10.0.14.88","중","mods-enabled / /etc/apache2/apache2.conf"
"WEB-20","보안 설정","SSL/TLS 활성화","양호 : SSL/TLS 설정이 활성화되어 있는 경우 | 취약 : SSL/TLS 설정이 비활성화되어 있는 경우","양호","모듈(ssl): ssl | # /etc/apache2/sites-enabled/bookstore-admin.conf |     SSLEngine on | # /etc/apache2/sites-enabled/bookstore.conf | <VirtualHost *:443> | # /etc/apache2/sites-enabled/bookstore-admin.conf |     SSLProtocol all -SSLv2 -SSLv3 -TLSv1 -TLSv1.1","Web(Apache)","10.0.14.88","상","mods-enabled / sites-enabled/*"
"WEB-21","보안 설정","HTTP 리디렉션","양호 : HTTP 접근 시 HTTPS Redirection이 활성화된 경우 | 취약 : HTTP 접근 시 HTTPS Redirection이 비활성화된 경우","양호","# /etc/apache2/sites-enabled/bookstore.conf |     RewriteRule ^/?(.*) https://%{HTTP_HOST}/$1 [R=301,L]","Web(Apache)","10.0.14.88","중","sites-enabled/*"
"WEB-22","보안 설정","에러 페이지 관리","양호 : 웹 서비스 에러 페이지가 별도로 지정된 경우 | 취약 : 웹 서비스 에러 페이지가 별도로 지정되지 않거나 에러 발생 시 중요 정보가 노출되는 경우","양호","# /etc/apache2/conf-enabled/zz-error-pages.conf | ErrorDocument 400 /error.html | ErrorDocument 403 /error.html | ErrorDocument 404 /error.html | ErrorDocument 500 /error.html | ErrorDocument 502 /error.html | ErrorDocument 503 /error.html","Web(Apache)","10.0.14.88","하","/etc/apache2/conf-enabled/security.conf / sites-enabled/*"
"WEB-23","보안 설정","LDAP 알고리즘 적절하게 구성","양호 : LDAP 연결 인증 시 안전한 비밀번호 다이제스트 알고리즘을 사용하는 경우 | 취약 : LDAP 연결 인증 시 안전한 비밀번호 다이제스트 알고리즘을 사용하지 않는 경우","N/A","Apache 점검 대상 아님 / 대상: Tomcat","Web(Apache)","10.0.14.88","중","-"
"WEB-24","패치 및 로그 관리","별도의 업로드 경로 사용 및 권한 설정","양호 : 별도의 업로드 경로를 사용하고 일반 사용자의 접근 권한이 부여되지 않은 경우 | 취약 : 별도의 업로드 경로를 사용하지 않거나, 일반 사용자의 접근 권한이 부여된 경우","양호","업로드 디렉터리=/var/www/html/uploads  권한=750 | # /etc/apache2/apache2.conf | 접근설정: 	Require all denied","Web(Apache)","10.0.14.88","중","/var/www/html / sites-enabled/*"
"WEB-25","패치 및 로그 관리","주기적 보안 패치 및 벤더 권고사항 적용","양호 : 최신 보안 패치가 적용되어 있으며, 패치 적용 정책을 수립하여 주기적인 패치 관리를 하는 경우 | 취약 : 최신 보안 패치가 적용되어 있지 않거나 패치 적용 정책을 수립 및 주기적인 패치 관리를 하지 않는 경우","양호","설치 버전=2.4.66 | 기준 버전=2.4.66 (※ 점검 시점 최신/EOL 여부는 수동 확인)","Web(Apache)","10.0.14.88","상","apache2 -v"
"WEB-26","패치 및 로그 관리","로그 디렉터리 및 파일 권한 설정","양호 : 로그 디렉터리 및 파일에 일반 사용자의 접근 권한이 없는 경우 | 취약 : 로그 디렉터리 및 파일에 일반 사용자의 접근 권한이 있는 경우","양호","drwxr-x--- (750) root:adm  /var/log/apache2 | -rw-r----- (640) root:adm  /var/log/apache2/other_vhosts_access.log.14.gz | -rw-r----- (640) root:adm  /var/log/apache2/other_vhosts_access.log.10.gz | -rw-r----- (640) root:adm  /var/log/apache2/other_vhosts_access.log.5.gz | -rw-r----- (640) root:adm  /var/log/apache2/access.log | -rw-r----- (640) root:adm  /var/log/apache2/error.log.6.gz | -rw-r----- (640) root:adm  /var/log/apache2/error.log | -rw-r----- (640) root:adm  /var/log/apache2/other_vhosts_access.log.1 | -rw-r----- (640) root:adm  /var/log/apache2/error.log.11.gz | -rw-r----- (640) root:adm  /var/log/apache2/other_vhosts_access.log.8.gz | -rw-r----- (640) root:adm  /var/log/apache2/error.log.4.gz","Web(Apache)","10.0.14.88","중","/var/log/apache2"
